y,u
0.000000000000000000e+00,0.000000000000000000e+00
3.906250000000000000e-03,-2.942217173991901191e-03
7.812500000000000000e-03,-5.832365046981535794e-03
1.171875000000000000e-02,-8.672624554419527954e-03
1.562500000000000000e-02,-1.146510714049830959e-02
1.953125000000000000e-02,-1.421185727945073474e-02
2.343750000000000000e-02,-1.691485487028798751e-02
2.734375000000000000e-02,-1.957601750900628268e-02
3.125000000000000000e-02,-2.219720264220748085e-02
3.515625000000000000e-02,-2.478020960594862210e-02
3.906250000000000000e-02,-2.732678155342549431e-02
4.296875000000000000e-02,-2.983860727507048338e-02
4.687500000000000000e-02,-3.231732291439604055e-02
5.078125000000000000e-02,-3.476451358290555405e-02
5.468750000000000000e-02,-3.718171487719379442e-02
5.859375000000000000e-02,-3.957041430120655789e-02
6.250000000000000000e-02,-4.193205259666532569e-02
6.640625000000000000e-02,-4.426802498438942024e-02
7.031250000000000000e-02,-4.657968231923836910e-02
7.421875000000000000e-02,-4.886833216129593538e-02
7.812500000000000000e-02,-5.113523976579648078e-02
8.203125000000000000e-02,-5.338162899423748442e-02
8.593750000000000000e-02,-5.560868314905587084e-02
8.984375000000000000e-02,-5.781754573414321641e-02
9.375000000000000000e-02,-6.000932114345669532e-02
9.765625000000000000e-02,-6.218507527986361083e-02
1.015625000000000000e-01,-6.434583610639421636e-02
1.054687500000000000e-01,-6.649259413200248048e-02
1.093750000000000000e-01,-6.862630283379012042e-02
1.132812500000000000e-01,-7.074787901784862498e-02
1.171875000000000000e-01,-7.285820312064394955e-02
1.210937500000000000e-01,-7.495811945293517908e-02
1.250000000000000000e-01,-7.704843638823621887e-02
1.289062500000000000e-01,-7.912992649774519549e-02
1.328125000000000000e-01,-8.120332663378349025e-02
1.367187500000000000e-01,-8.326933796366375873e-02
1.406250000000000000e-01,-8.532862595600843036e-02
1.445312500000000000e-01,-8.738182032155705770e-02
1.484375000000000000e-01,-8.942951491046269297e-02
1.523437500000000000e-01,-9.147226756818405136e-02
1.562500000000000000e-01,-9.351059995205979192e-02
1.601562500000000000e-01,-9.554499731071075530e-02
1.640625000000000000e-01,-9.757590822848971612e-02
1.679687500000000000e-01,-9.960374433717156251e-02
1.718750000000000000e-01,-1.016288799971940549e-01
1.757812500000000000e-01,-1.036516519508339229e-01
1.796875000000000000e-01,-1.056723589496773030e-01
1.835937500000000000e-01,-1.076912613588634215e-01
1.875000000000000000e-01,-1.097085807406896762e-01
1.914062500000000000e-01,-1.117244994201067598e-01
1.953125000000000000e-01,-1.137391600348562903e-01
1.992187500000000000e-01,-1.157526650729785445e-01
2.031250000000000000e-01,-1.177650764004942729e-01
2.070312500000000000e-01,-1.197764147821738234e-01
2.109375000000000000e-01,-1.217866593983947254e-01
2.148437500000000000e-01,-1.237957473611421833e-01
2.187500000000000000e-01,-1.258035732322486666e-01
2.226562500000000000e-01,-1.278099885470593833e-01
2.265625000000000000e-01,-1.298148013469022644e-01
2.304687500000000000e-01,-1.318177757236345116e-01
2.343750000000000000e-01,-1.338186313796034810e-01
2.382812500000000000e-01,-1.358170432067034028e-01
2.421875000000000000e-01,-1.378126408878976861e-01
2.460937500000000000e-01,-1.398050085248296881e-01
2.500000000000000000e-01,-1.417936842952443044e-01
2.539062500000000000e-01,-1.437781601437988499e-01
2.578125000000000000e-01,-1.457578815100930569e-01
2.617187500000000000e-01,-1.477322470975979130e-01
2.656250000000000000e-01,-1.497006086872376684e-01
2.695312500000000000e-01,-1.516622709995099072e-01
2.734375000000000000e-01,-1.536164916088074150e-01
2.773437500000000000e-01,-1.555624809137645670e-01
2.812500000000000000e-01,-1.574994021674207545e-01
2.851562500000000000e-01,-1.594263715708059692e-01
2.890625000000000000e-01,-1.613424584337019851e-01
2.929687500000000000e-01,-1.632466854061709327e-01
2.968750000000000000e-01,-1.651380287843124961e-01
3.007812500000000000e-01,-1.670154188937482687e-01
3.046875000000000000e-01,-1.688777405541390664e-01
3.085937500000000000e-01,-1.707238336278962265e-01
3.125000000000000000e-01,-1.725524936561715350e-01
3.164062500000000000e-01,-1.743624725850221324e-01
3.203125000000000000e-01,-1.761524795844442437e-01
3.242187500000000000e-01,-1.779211819627812829e-01
3.281250000000000000e-01,-1.796672061788324726e-01
3.320312500000000000e-01,-1.813891389536914645e-01
3.359375000000000000e-01,-1.830855284841401698e-01
3.398437500000000000e-01,-1.847548857591210236e-01
3.437500000000000000e-01,-1.863956859805320221e-01
3.476562500000000000e-01,-1.880063700892398160e-01
3.515625000000000000e-01,-1.895853463969192632e-01
3.554687500000000000e-01,-1.911309923240089859e-01
3.593750000000000000e-01,-1.926416562435502300e-01
3.632812500000000000e-01,-1.941156594304871419e-01
3.671875000000000000e-01,-1.955512981155269614e-01
3.710937500000000000e-01,-1.969468456421568092e-01
3.750000000000000000e-01,-1.983005547251428524e-01
3.789062500000000000e-01,-1.996106598082736383e-01
3.828125000000000000e-01,-2.008753795187443458e-01
3.867187500000000000e-01,-2.020929192150626719e-01
3.906250000000000000e-01,-2.032614736248650189e-01
3.945312500000000000e-01,-2.043792295687048011e-01
3.984375000000000000e-01,-2.054443687651810180e-01
4.023437500000000000e-01,-2.064550707124670481e-01
4.062500000000000000e-01,-2.074095156408057861e-01
4.101562500000000000e-01,-2.083058875299483859e-01
4.140625000000000000e-01,-2.091423771851985691e-01
4.179687500000000000e-01,-2.099171853651542463e-01
4.218750000000000000e-01,-2.106285259538669408e-01
4.257812500000000000e-01,-2.112746291696616652e-01
4.296875000000000000e-01,-2.118537448024877534e-01
4.335937500000000000e-01,-2.123641454712199561e-01
4.375000000000000000e-01,-2.128041298919995938e-01
4.414062500000000000e-01,-2.131720261483671663e-01
4.453125000000000000e-01,-2.134661949536118541e-01
4.492187500000000000e-01,-2.136850328954293943e-01
4.531250000000000000e-01,-2.138269756527586551e-01
4.570312500000000000e-01,-2.138905011744958173e-01
4.609375000000000000e-01,-2.138741328095230543e-01
4.648437500000000000e-01,-2.137764423773473865e-01
4.687500000000000000e-01,-2.135960531686436070e-01
4.726562500000000000e-01,-2.133316428647580310e-01
4.765625000000000000e-01,-2.129819463653879197e-01
4.804687500000000000e-01,-2.125457585136363292e-01
4.843750000000000000e-01,-2.120219367074689387e-01
4.882812500000000000e-01,-2.114094033872078171e-01
4.921875000000000000e-01,-2.107071483883853347e-01
4.960937500000000000e-01,-2.099142311496340341e-01
5.000000000000000000e-01,-2.090297827657572327e-01
5.039062500000000000e-01,-2.080530078759839085e-01
5.078125000000000000e-01,-2.069831863781761427e-01
5.117187500000000000e-01,-2.058196749598337760e-01
5.156250000000000000e-01,-2.045619084371637086e-01
5.195312500000000000e-01,-2.032094008941545127e-01
5.234375000000000000e-01,-2.017617466136645277e-01
5.273437500000000000e-01,-2.002186207934126827e-01
5.312500000000000000e-01,-1.985797800400508351e-01
5.351562500000000000e-01,-1.968450626348925425e-01
5.390625000000000000e-01,-1.950143885658661702e-01
5.429687500000000000e-01,-1.930877593202602327e-01
5.468750000000000000e-01,-1.910652574336832998e-01
5.507812500000000000e-01,-1.889470457912434398e-01
5.546875000000000000e-01,-1.867333666772097445e-01
5.585937500000000000e-01,-1.844245405701840923e-01
5.625000000000000000e-01,-1.820209646812251947e-01
5.664062500000000000e-01,-1.795231112327329015e-01
5.703125000000000000e-01,-1.769315254764425305e-01
5.742187500000000000e-01,-1.742468234493017576e-01
5.781250000000000000e-01,-1.714696894661660309e-01
5.820312500000000000e-01,-1.686008733486747957e-01
5.859375000000000000e-01,-1.656411873898875342e-01
5.898437500000000000e-01,-1.625915030544664575e-01
5.937500000000000000e-01,-1.594527474141234080e-01
5.976562500000000000e-01,-1.562258993182350508e-01
6.015625000000000000e-01,-1.529119852995197704e-01
6.054687500000000000e-01,-1.495120752143535015e-01
6.093750000000000000e-01,-1.460272776172271136e-01
6.132812500000000000e-01,-1.424587348685832922e-01
6.171875000000000000e-01,-1.388076179747699257e-01
6.210937500000000000e-01,-1.350751211584331202e-01
6.250000000000000000e-01,-1.312624561571897885e-01
6.289062500000000000e-01,-1.273708462476470515e-01
6.328125000000000000e-01,-1.234015199912281702e-01
6.367187500000000000e-01,-1.193557046973801050e-01
6.406250000000000000e-01,-1.152346195989633060e-01
6.445312500000000000e-01,-1.110394687336047070e-01
6.484375000000000000e-01,-1.067714335237734957e-01
6.523437500000000000e-01,-1.024316650475363133e-01
6.562500000000000000e-01,-9.802127599053633844e-02
6.601562500000000000e-01,-9.354133226886673924e-02
6.640625000000000000e-01,-8.899284431152132413e-02
6.679687500000000000e-01,-8.437675798976762565e-02
6.718750000000000000e-01,-7.969394517996342131e-02
6.757812500000000000e-01,-7.494519394541576673e-02
6.796875000000000000e-01,-7.013119832193837055e-02
6.835937500000000000e-01,-6.525254769107391439e-02
6.875000000000000000e-01,-6.030971572448606821e-02
6.914062500000000000e-01,-5.530304888266357466e-02
6.953125000000000000e-01,-5.023275445097752367e-02
6.992187500000000000e-01,-4.509888809648110453e-02
7.031250000000000000e-01,-3.990134092934738419e-02
7.070312500000000000e-01,-3.463982605399174020e-02
7.109375000000000000e-01,-2.931386459633600339e-02
7.148437500000000000e-01,-2.392277119582431055e-02
7.187500000000000000e-01,-1.846563895360020524e-02
7.226562500000000000e-01,-1.294132383145729648e-02
7.265625000000000000e-01,-7.348428500613124470e-03
7.304687500000000000e-01,-1.685285644425604801e-03
7.343750000000000000e-01,4.050059274874229232e-03
7.382812500000000000e-01,9.859865768104825179e-03
7.421875000000000000e-01,1.574671656404902365e-02
7.460937500000000000e-01,2.171353631217520785e-02
7.500000000000000000e-01,2.776361069716415386e-02
7.539062500000000000e-01,3.390060590665200380e-02
7.578125000000000000e-01,4.012858837979749183e-02
7.617187500000000000e-01,4.645204474880415546e-02
7.656250000000000000e-01,5.287590186822299643e-02
7.695312500000000000e-01,5.940554680788068254e-02
7.734375000000000000e-01,6.604684666451099417e-02
7.773437500000000000e-01,7.280616802455952552e-02
7.812500000000000000e-01,7.969039588614812430e-02
7.851562500000000000e-01,8.670695182200915951e-02
7.890625000000000000e-01,9.386381113704445056e-02
7.929687500000000000e-01,1.011695187446690625e-01
7.968750000000000000e-01,1.086332034548878056e-01
8.007812500000000000e-01,1.162645903344827758e-01
8.046875000000000000e-01,1.240740107662343661e-01
8.085937500000000000e-01,1.320724097997025837e-01
8.125000000000000000e-01,1.402713503514778637e-01
8.164062500000000000e-01,1.486830137780597028e-01
8.203125000000000000e-01,1.573201963104899903e-01
8.242187500000000000e-01,1.661963008071225545e-01
8.281250000000000000e-01,1.753253232499130121e-01
8.320312500000000000e-01,1.847218333813991364e-01
8.359375000000000000e-01,1.944009488550477727e-01
8.398437500000000000e-01,2.043783022515590631e-01
8.437500000000000000e-01,2.146700002994617051e-01
8.476562500000000000e-01,2.252925746310339150e-01
8.515625000000000000e-01,2.362629234050626081e-01
8.554687500000000000e-01,2.475982431383165761e-01
8.593750000000000000e-01,2.593159501086965690e-01
8.632812500000000000e-01,2.714335907263603076e-01
8.671875000000000000e-01,2.839687403165456203e-01
8.710937500000000000e-01,2.969388898204439187e-01
8.750000000000000000e-01,3.103613200000552297e-01
8.789062500000000000e-01,3.242529628309434031e-01
8.828125000000000000e-01,3.386302498844955267e-01
8.867187500000000000e-01,3.535089476399289055e-01
8.906250000000000000e-01,3.689039798273974213e-01
8.945312500000000000e-01,3.848292370873664936e-01
8.984375000000000000e-01,4.012973744393697473e-01
9.023437500000000000e-01,4.183195972853734901e-01
9.062500000000000000e-01,4.359054369292962861e-01
9.101562500000000000e-01,4.540625168747594032e-01
9.140625000000000000e-01,4.727963114667739219e-01
9.179687500000000000e-01,4.921098987690681881e-01
9.218750000000000000e-01,5.120037099151906190e-01
9.257812500000000000e-01,5.324752775361867307e-01
9.296875000000000000e-01,5.535189862482345902e-01
9.335937500000000000e-01,5.751258285767111289e-01
9.375000000000000000e-01,5.972831700953102896e-01
9.414062500000000000e-01,6.199745279662076669e-01
9.453125000000000000e-01,6.431793674755015289e-01
9.492187500000000000e-01,6.668729215632653862e-01
9.531250000000000000e-01,6.910260387449875807e-01
9.570312500000000000e-01,7.156050652072201146e-01
9.609375000000000000e-01,7.405717672315068612e-01
9.648437500000000000e-01,7.658833004543046385e-01
9.687500000000000000e-01,7.914922328055640222e-01
9.726562500000000000e-01,8.173466282849051190e-01
9.765625000000000000e-01,8.433901990337151489e-01
9.804687500000000000e-01,8.695625334484908819e-01
9.843750000000000000e-01,8.957994083619609249e-01
9.882812500000000000e-01,9.220331936034042997e-01
9.921875000000000000e-01,9.481933575504482015e-01
9.960937500000000000e-01,9.742070826166542297e-01
1.000000000000000000e+00,1.000000000000000000e+00
